id,item_id,dept_id,cat_id,store_id,state_id,macrogrupo
HOUSEHOLD_1_185_CA_2_validation,HOUSEHOLD_1_185,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_186_CA_2_validation,HOUSEHOLD_1_186,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_187_CA_2_validation,HOUSEHOLD_1_187,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_188_CA_2_validation,HOUSEHOLD_1_188,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Estacional
HOUSEHOLD_1_189_CA_2_validation,HOUSEHOLD_1_189,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_190_CA_2_validation,HOUSEHOLD_1_190,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_191_CA_2_validation,HOUSEHOLD_1_191,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Tendencia
HOUSEHOLD_1_192_CA_2_validation,HOUSEHOLD_1_192,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_193_CA_2_validation,HOUSEHOLD_1_193,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_194_CA_2_validation,HOUSEHOLD_1_194,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Estacional
HOUSEHOLD_1_195_CA_2_validation,HOUSEHOLD_1_195,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_196_CA_2_validation,HOUSEHOLD_1_196,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Estacional
HOUSEHOLD_1_197_CA_2_validation,HOUSEHOLD_1_197,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Estacional
HOUSEHOLD_1_198_CA_2_validation,HOUSEHOLD_1_198,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Estacional
HOUSEHOLD_1_199_CA_2_validation,HOUSEHOLD_1_199,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_200_CA_2_validation,HOUSEHOLD_1_200,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Tendencia
HOUSEHOLD_1_201_CA_2_validation,HOUSEHOLD_1_201,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_202_CA_2_validation,HOUSEHOLD_1_202,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Tendencia
HOUSEHOLD_1_203_CA_2_validation,HOUSEHOLD_1_203,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_204_CA_2_validation,HOUSEHOLD_1_204,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_205_CA_2_validation,HOUSEHOLD_1_205,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_206_CA_2_validation,HOUSEHOLD_1_206,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_207_CA_2_validation,HOUSEHOLD_1_207,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_208_CA_2_validation,HOUSEHOLD_1_208,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_209_CA_2_validation,HOUSEHOLD_1_209,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_210_CA_2_validation,HOUSEHOLD_1_210,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_211_CA_2_validation,HOUSEHOLD_1_211,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_212_CA_2_validation,HOUSEHOLD_1_212,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Tendencia
HOUSEHOLD_1_213_CA_2_validation,HOUSEHOLD_1_213,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_214_CA_2_validation,HOUSEHOLD_1_214,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Tendencia
HOUSEHOLD_1_215_CA_2_validation,HOUSEHOLD_1_215,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_216_CA_2_validation,HOUSEHOLD_1_216,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_217_CA_2_validation,HOUSEHOLD_1_217,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_218_CA_2_validation,HOUSEHOLD_1_218,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_219_CA_2_validation,HOUSEHOLD_1_219,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_220_CA_2_validation,HOUSEHOLD_1_220,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Tendencia
HOUSEHOLD_1_221_CA_2_validation,HOUSEHOLD_1_221,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_222_CA_2_validation,HOUSEHOLD_1_222,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_223_CA_2_validation,HOUSEHOLD_1_223,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_224_CA_2_validation,HOUSEHOLD_1_224,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Estacional
HOUSEHOLD_1_225_CA_2_validation,HOUSEHOLD_1_225,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Tendencia
HOUSEHOLD_1_226_CA_2_validation,HOUSEHOLD_1_226,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_227_CA_2_validation,HOUSEHOLD_1_227,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_228_CA_2_validation,HOUSEHOLD_1_228,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_229_CA_2_validation,HOUSEHOLD_1_229,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_230_CA_2_validation,HOUSEHOLD_1_230,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_231_CA_2_validation,HOUSEHOLD_1_231,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_232_CA_2_validation,HOUSEHOLD_1_232,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_233_CA_2_validation,HOUSEHOLD_1_233,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_234_CA_2_validation,HOUSEHOLD_1_234,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Tendencia
HOUSEHOLD_1_235_CA_2_validation,HOUSEHOLD_1_235,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_236_CA_2_validation,HOUSEHOLD_1_236,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_237_CA_2_validation,HOUSEHOLD_1_237,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_238_CA_2_validation,HOUSEHOLD_1_238,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Tendencia
HOUSEHOLD_1_239_CA_2_validation,HOUSEHOLD_1_239,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_241_CA_2_validation,HOUSEHOLD_1_241,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_242_CA_2_validation,HOUSEHOLD_1_242,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_243_CA_2_validation,HOUSEHOLD_1_243,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_244_CA_2_validation,HOUSEHOLD_1_244,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Tendencia
HOUSEHOLD_1_245_CA_2_validation,HOUSEHOLD_1_245,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_246_CA_2_validation,HOUSEHOLD_1_246,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_247_CA_2_validation,HOUSEHOLD_1_247,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Estacional
HOUSEHOLD_1_248_CA_2_validation,HOUSEHOLD_1_248,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_249_CA_2_validation,HOUSEHOLD_1_249,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Tendencia
HOUSEHOLD_1_250_CA_2_validation,HOUSEHOLD_1_250,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_251_CA_2_validation,HOUSEHOLD_1_251,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_252_CA_2_validation,HOUSEHOLD_1_252,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_253_CA_2_validation,HOUSEHOLD_1_253,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_254_CA_2_validation,HOUSEHOLD_1_254,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Tendencia
HOUSEHOLD_1_255_CA_2_validation,HOUSEHOLD_1_255,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_256_CA_2_validation,HOUSEHOLD_1_256,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_257_CA_2_validation,HOUSEHOLD_1_257,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_258_CA_2_validation,HOUSEHOLD_1_258,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_259_CA_2_validation,HOUSEHOLD_1_259,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_260_CA_2_validation,HOUSEHOLD_1_260,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_261_CA_2_validation,HOUSEHOLD_1_261,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_262_CA_2_validation,HOUSEHOLD_1_262,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_263_CA_2_validation,HOUSEHOLD_1_263,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_264_CA_2_validation,HOUSEHOLD_1_264,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_265_CA_2_validation,HOUSEHOLD_1_265,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_266_CA_2_validation,HOUSEHOLD_1_266,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_267_CA_2_validation,HOUSEHOLD_1_267,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_268_CA_2_validation,HOUSEHOLD_1_268,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_269_CA_2_validation,HOUSEHOLD_1_269,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_270_CA_2_validation,HOUSEHOLD_1_270,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_271_CA_2_validation,HOUSEHOLD_1_271,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_272_CA_2_validation,HOUSEHOLD_1_272,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Estacional
HOUSEHOLD_1_274_CA_2_validation,HOUSEHOLD_1_274,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_275_CA_2_validation,HOUSEHOLD_1_275,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_276_CA_2_validation,HOUSEHOLD_1_276,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_277_CA_2_validation,HOUSEHOLD_1_277,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_278_CA_2_validation,HOUSEHOLD_1_278,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_279_CA_2_validation,HOUSEHOLD_1_279,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_280_CA_2_validation,HOUSEHOLD_1_280,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Tendencia
HOUSEHOLD_1_281_CA_2_validation,HOUSEHOLD_1_281,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_282_CA_2_validation,HOUSEHOLD_1_282,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_283_CA_2_validation,HOUSEHOLD_1_283,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_284_CA_2_validation,HOUSEHOLD_1_284,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Tendencia
HOUSEHOLD_1_285_CA_2_validation,HOUSEHOLD_1_285,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_286_CA_2_validation,HOUSEHOLD_1_286,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_287_CA_2_validation,HOUSEHOLD_1_287,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_288_CA_2_validation,HOUSEHOLD_1_288,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_289_CA_2_validation,HOUSEHOLD_1_289,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_290_CA_2_validation,HOUSEHOLD_1_290,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_291_CA_2_validation,HOUSEHOLD_1_291,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_292_CA_2_validation,HOUSEHOLD_1_292,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_293_CA_2_validation,HOUSEHOLD_1_293,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_294_CA_2_validation,HOUSEHOLD_1_294,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Estacional
HOUSEHOLD_1_295_CA_2_validation,HOUSEHOLD_1_295,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_296_CA_2_validation,HOUSEHOLD_1_296,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_297_CA_2_validation,HOUSEHOLD_1_297,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_298_CA_2_validation,HOUSEHOLD_1_298,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_299_CA_2_validation,HOUSEHOLD_1_299,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Tendencia
HOUSEHOLD_1_300_CA_2_validation,HOUSEHOLD_1_300,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_301_CA_2_validation,HOUSEHOLD_1_301,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_302_CA_2_validation,HOUSEHOLD_1_302,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_303_CA_2_validation,HOUSEHOLD_1_303,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Estacional
HOUSEHOLD_1_304_CA_2_validation,HOUSEHOLD_1_304,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_305_CA_2_validation,HOUSEHOLD_1_305,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_306_CA_2_validation,HOUSEHOLD_1_306,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_307_CA_2_validation,HOUSEHOLD_1_307,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_308_CA_2_validation,HOUSEHOLD_1_308,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_309_CA_2_validation,HOUSEHOLD_1_309,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_310_CA_2_validation,HOUSEHOLD_1_310,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_311_CA_2_validation,HOUSEHOLD_1_311,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_312_CA_2_validation,HOUSEHOLD_1_312,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_313_CA_2_validation,HOUSEHOLD_1_313,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_314_CA_2_validation,HOUSEHOLD_1_314,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_315_CA_2_validation,HOUSEHOLD_1_315,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_316_CA_2_validation,HOUSEHOLD_1_316,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_317_CA_2_validation,HOUSEHOLD_1_317,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_318_CA_2_validation,HOUSEHOLD_1_318,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_319_CA_2_validation,HOUSEHOLD_1_319,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_320_CA_2_validation,HOUSEHOLD_1_320,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_321_CA_2_validation,HOUSEHOLD_1_321,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_322_CA_2_validation,HOUSEHOLD_1_322,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_323_CA_2_validation,HOUSEHOLD_1_323,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_324_CA_2_validation,HOUSEHOLD_1_324,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_325_CA_2_validation,HOUSEHOLD_1_325,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_326_CA_2_validation,HOUSEHOLD_1_326,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_327_CA_2_validation,HOUSEHOLD_1_327,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_328_CA_2_validation,HOUSEHOLD_1_328,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_329_CA_2_validation,HOUSEHOLD_1_329,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_330_CA_2_validation,HOUSEHOLD_1_330,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_331_CA_2_validation,HOUSEHOLD_1_331,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_332_CA_2_validation,HOUSEHOLD_1_332,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_333_CA_2_validation,HOUSEHOLD_1_333,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_334_CA_2_validation,HOUSEHOLD_1_334,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_335_CA_2_validation,HOUSEHOLD_1_335,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_336_CA_2_validation,HOUSEHOLD_1_336,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_337_CA_2_validation,HOUSEHOLD_1_337,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_338_CA_2_validation,HOUSEHOLD_1_338,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Tendencia
HOUSEHOLD_1_339_CA_2_validation,HOUSEHOLD_1_339,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_340_CA_2_validation,HOUSEHOLD_1_340,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_341_CA_2_validation,HOUSEHOLD_1_341,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_342_CA_2_validation,HOUSEHOLD_1_342,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_343_CA_2_validation,HOUSEHOLD_1_343,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_344_CA_2_validation,HOUSEHOLD_1_344,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_345_CA_2_validation,HOUSEHOLD_1_345,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_346_CA_2_validation,HOUSEHOLD_1_346,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Tendencia
HOUSEHOLD_1_347_CA_2_validation,HOUSEHOLD_1_347,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_348_CA_2_validation,HOUSEHOLD_1_348,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Tendencia
HOUSEHOLD_1_349_CA_2_validation,HOUSEHOLD_1_349,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_350_CA_2_validation,HOUSEHOLD_1_350,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_351_CA_2_validation,HOUSEHOLD_1_351,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_353_CA_2_validation,HOUSEHOLD_1_353,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_354_CA_2_validation,HOUSEHOLD_1_354,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_355_CA_2_validation,HOUSEHOLD_1_355,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_356_CA_2_validation,HOUSEHOLD_1_356,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_357_CA_2_validation,HOUSEHOLD_1_357,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_358_CA_2_validation,HOUSEHOLD_1_358,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_359_CA_2_validation,HOUSEHOLD_1_359,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_360_CA_2_validation,HOUSEHOLD_1_360,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_361_CA_2_validation,HOUSEHOLD_1_361,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Tendencia
HOUSEHOLD_1_362_CA_2_validation,HOUSEHOLD_1_362,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_363_CA_2_validation,HOUSEHOLD_1_363,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Tendencia
HOUSEHOLD_1_364_CA_2_validation,HOUSEHOLD_1_364,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_365_CA_2_validation,HOUSEHOLD_1_365,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_366_CA_2_validation,HOUSEHOLD_1_366,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_367_CA_2_validation,HOUSEHOLD_1_367,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_368_CA_2_validation,HOUSEHOLD_1_368,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_369_CA_2_validation,HOUSEHOLD_1_369,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_370_CA_2_validation,HOUSEHOLD_1_370,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_371_CA_2_validation,HOUSEHOLD_1_371,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Sin patrón dominante
HOUSEHOLD_1_372_CA_2_validation,HOUSEHOLD_1_372,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,Estacional
